interface,link_status,carrier_transitions,input_errors,bit_errors,errored_blocks,fec_corrected,fec_uncorrected,crc_errors,temperature,temp_high_alarm,temp_low_alarm,temp_high_warn,temp_low_warn,bias_current,bias_high_alarm,bias_low_alarm,tx_power_mw,tx_power_dbm,rx_power_mw,rx_power_dbm,rx_high_alarm,rx_low_alarm,rx_high_warn,rx_low_warn,timestamp,switch
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 14:47:10,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.711,Off,Off,1.057,0.24,0.771,-1.13,Off,Off,Off,Off,2026-09-01 14:47:10,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 14:52:11,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 14:52:11,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 14:52:11,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.679,Off,Off,1.052,0.22,0.771,-1.13,Off,Off,Off,Off,2026-09-01 14:52:11,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 14:57:13,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 14:57:13,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 14:57:13,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.677,Off,Off,1.051,0.22,0.771,-1.13,Off,Off,Off,Off,2026-09-01 14:57:13,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 15:02:14,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 15:02:14,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 15:02:14,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.688,Off,Off,1.053,0.22,0.786,-1.05,Off,Off,Off,Off,2026-09-01 15:02:14,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 15:07:15,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 15:07:15,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 15:07:15,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.717,Off,Off,1.058,0.24,0.771,-1.13,Off,Off,Off,Off,2026-09-01 15:07:15,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 15:12:17,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 15:12:17,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 15:12:17,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.693,Off,Off,1.054,0.23,0.786,-1.05,Off,Off,Off,Off,2026-09-01 15:12:17,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 15:17:18,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 15:17:18,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 15:17:18,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.699,Off,Off,1.055,0.23,0.771,-1.13,Off,Off,Off,Off,2026-09-01 15:17:18,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 15:22:19,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 15:22:19,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 15:22:19,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.703,Off,Off,1.055,0.23,0.771,-1.13,Off,Off,Off,Off,2026-09-01 15:22:19,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 15:27:20,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 15:27:20,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 15:27:20,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.719,Off,Off,1.058,0.24,0.786,-1.05,Off,Off,Off,Off,2026-09-01 15:27:20,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 15:32:22,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 15:32:22,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 15:32:22,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.703,Off,Off,1.055,0.23,0.786,-1.05,Off,Off,Off,Off,2026-09-01 15:32:22,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 15:37:23,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 15:37:23,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 15:37:23,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.699,Off,Off,1.055,0.23,0.771,-1.13,Off,Off,Off,Off,2026-09-01 15:37:23,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 15:42:25,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 15:42:25,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 15:42:25,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.699,Off,Off,1.055,0.23,0.771,-1.13,Off,Off,Off,Off,2026-09-01 15:42:25,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 15:47:26,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 15:47:26,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 15:47:26,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.688,Off,Off,1.053,0.22,0.786,-1.05,Off,Off,Off,Off,2026-09-01 15:47:26,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 15:52:27,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 15:52:27,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 15:52:27,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.705,Off,Off,1.056,0.24,0.786,-1.05,Off,Off,Off,Off,2026-09-01 15:52:27,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 15:57:29,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 15:57:29,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 15:57:29,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.693,Off,Off,1.054,0.23,0.786,-1.05,Off,Off,Off,Off,2026-09-01 15:57:29,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:02:30,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:02:30,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:02:30,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.679,Off,Off,1.052,0.22,0.786,-1.05,Off,Off,Off,Off,2026-09-01 16:02:30,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:07:31,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:07:31,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:07:31,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.71,Off,Off,1.056,0.24,0.786,-1.05,Off,Off,Off,Off,2026-09-01 16:07:31,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:12:33,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:12:33,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:12:33,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.71,Off,Off,1.058,0.24,0.786,-1.05,Off,Off,Off,Off,2026-09-01 16:12:33,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:17:34,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:17:34,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:17:34,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.697,Off,Off,1.055,0.23,0.786,-1.05,Off,Off,Off,Off,2026-09-01 16:17:34,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:22:35,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:22:35,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:22:35,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.717,Off,Off,1.058,0.24,0.786,-1.05,Off,Off,Off,Off,2026-09-01 16:22:35,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:27:36,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:27:36,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:27:36,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.705,Off,Off,1.056,0.24,0.786,-1.05,Off,Off,Off,Off,2026-09-01 16:27:36,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:32:38,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:32:38,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:32:38,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.719,Off,Off,1.058,0.24,0.771,-1.13,Off,Off,Off,Off,2026-09-01 16:32:38,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:37:39,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:37:39,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:37:39,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.691,Off,Off,1.053,0.23,0.801,-0.96,Off,Off,Off,Off,2026-09-01 16:37:39,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:42:41,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:42:41,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:42:41,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.677,Off,Off,1.051,0.22,0.817,-0.88,Off,Off,Off,Off,2026-09-01 16:42:41,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:47:42,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:47:42,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:47:42,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.711,Off,Off,1.057,0.24,0.801,-0.96,Off,Off,Off,Off,2026-09-01 16:47:42,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:52:43,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:52:43,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:52:43,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.719,Off,Off,1.058,0.24,0.786,-1.05,Off,Off,Off,Off,2026-09-01 16:52:43,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:57:45,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:57:45,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:57:45,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.688,Off,Off,1.053,0.22,0.786,-1.05,Off,Off,Off,Off,2026-09-01 16:57:45,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:02:46,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:02:46,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:02:46,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.711,Off,Off,1.057,0.24,0.801,-0.96,Off,Off,Off,Off,2026-09-01 17:02:46,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:07:47,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:07:47,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:07:47,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.685,Off,Off,1.052,0.22,0.801,-0.96,Off,Off,Off,Off,2026-09-01 17:07:47,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:12:48,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:12:48,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:12:48,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.691,Off,Off,1.055,0.23,0.786,-1.05,Off,Off,Off,Off,2026-09-01 17:12:48,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:17:49,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:17:49,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:17:49,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.719,Off,Off,1.058,0.24,0.801,-0.96,Off,Off,Off,Off,2026-09-01 17:17:49,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:22:51,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:22:51,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:22:51,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.699,Off,Off,1.055,0.23,0.786,-1.05,Off,Off,Off,Off,2026-09-01 17:22:51,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:27:52,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:27:52,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:27:52,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.679,Off,Off,1.052,0.22,0.801,-0.96,Off,Off,Off,Off,2026-09-01 17:27:52,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:32:54,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:32:54,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:32:54,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.717,Off,Off,1.051,0.22,0.786,-1.05,Off,Off,Off,Off,2026-09-01 17:32:54,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:37:55,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:37:55,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:37:55,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.691,Off,Off,1.054,0.23,0.786,-1.05,Off,Off,Off,Off,2026-09-01 17:37:55,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:42:56,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:42:56,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:42:56,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.691,Off,Off,1.053,0.23,0.786,-1.05,Off,Off,Off,Off,2026-09-01 17:42:56,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:47:57,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:47:57,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:47:57,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.717,Off,Off,1.058,0.24,0.771,-1.13,Off,Off,Off,Off,2026-09-01 17:47:57,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:52:59,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:52:59,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:52:59,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.717,Off,Off,1.058,0.24,0.786,-1.05,Off,Off,Off,Off,2026-09-01 17:52:59,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:58:00,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:58:00,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:58:00,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.691,Off,Off,1.054,0.23,0.786,-1.05,Off,Off,Off,Off,2026-09-01 17:58:00,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:03:01,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:03:01,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:03:01,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.679,Off,Off,1.052,0.22,0.786,-1.05,Off,Off,Off,Off,2026-09-01 18:03:01,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:08:02,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:08:02,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:08:02,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.697,Off,Off,1.054,0.23,0.786,-1.05,Off,Off,Off,Off,2026-09-01 18:08:02,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:13:04,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:13:04,sw-A
